gram,counts
covid 19,80301
new cases,1597
tested positive,1236
mar27coup whatshappeninginmyanmar,790
last year,768
public health,712
18 years,672
crimesagainstchildren whatshappeninginmyanmar,672
whatshappeninginmyanmar mar27coup,656
24 hours,612
shot dead,561
pandemic boy,552
military terrorist,551
group today,550
peacefully protesting,544
boy great,543
vaccine doses,538
mandalay peacefully,523
protesting crimesagainstchildren,518
first dose,484
active cases,476
outbreak overwhelmed,473
overwhelmed hospitals,472
vaccine slots,414
cvs near,406
