gram,counts
covid 19,94330
new cases,1840
2021 vaccine,1754
min age,1751
vaccine vaccinepune,1751
vaccinepune cowin,1751
aug26coup whatshappeninginmyanmar,1745
fully vaccinated,1552
covishield min,1511
public health,1074
weapons noescapefromgenocide,1068
recognizenug whatshappeninginmyanmar,1068
vaccine doses,739
vaccine mandates,726
united states,714
tested positive,711
24 hours,701
give insight,682
scientists usafacts,666
whatshappeninginmyanmar aug26coup,644
health care,620
last year,585
first time,534
active cases,512
vaccine mandate,501
health problem,496
serious health,494
medication serious,488
problem infected,488
center whatshappeninginmyanmar,487
phyoe min,486
min thein,486
former chief,486
thein former,484
booster shots,439
get vaccine,426
death toll,418
new freedoms,404
vaccines us,393
