gram,counts
covid 19,124566
one year,2237
new cases,1850
last year,1465
public health,1424
year since,1333
vaccine trial,1078
third wave,916
loved ones,913
health officials,911
outdated information,888
day reflection,837
peter mccullough,779
past year,763
fully vaccinated,756
since first,726
mental health,667
first lockdown,667
first dose,663
amp lockdowns,663
24 hours,658
lockdowns treat,631
active cases,608
health care,607
tested positive,598
boris johnson,588
remember doctors,583
get vaccine,582
12 months,573
