gram,counts
covid 19,86493
aug14coup whatshappeninginmyanmar,14693
needs support,12569
whatshappeninginmyanmar aug14coup,4763
support whatshappeninginmyanmar,4522
crimesagainsthumanity aug14coup,4299
2021 vaccine,3433
min age,3430
vaccine vaccinepune,3430
vaccinepune cowin,3430
military coup,3273
covishield min,3007
find investments,1752
death toll,1713
also help,1623
every contribution,1613
organisations fight,1613
contribution counts,1612
counts find,1610
help organisations,1562
find also,1561
acceptnug_rejectmilitary aug14coup,1560
appreciate efforts,1544
respect little,1543
little hero,1543
tirelessly collect,1542
collect bodies,1542
truely appreciate,1538
hero truely,1537
support crimesagainsthumanity,1534
coup nug,1522
crimesagainsthumanity auspicerefugees,1518
daily prayers,1515
auspicerefugees acceptnug_rejectmilitary,1515
opposing coup,1514
coup safe,1514
state today,1513
new cases,1506
today crimesagainsthumanity,1505
military terrorist,1453
waingmaw township,1421
township crimesagainsthumanity,1417
higher since,1333
announced 400,1332
toll might,1332
might higher,1332
crimesagainsthumanity releasethedetainees,1273
releasethedetainees immediately,1246
democracy youths,1244
civilians weapons,1244
work precious,1242
immediately whatshappeninginmyanmar,1242
weapons crimesagainsthumanity,1240
fully vaccinated,1210
crops since,1074
decreasing levels,1074
drop dramatically,1074
dramatically amp,1074
coup causing,1073
causing decreasing,1073
investments increasing,1073
increasing debts,1073
good health,824
critically ill,810
health doctor,794
confirmed refugee,791
far critically,791
rest good,791
24 hours,777
