gram,counts
covid 19,137878
new cases,2986
public health,2381
tested positive,1990
stay home,1903
24 hours,1199
thank god,1154
death toll,1059
loved ones,1054
active cases,1033
second wave,986
holiday season,949
united states,910
health care,898
white house,894
around world,855
mental health,796
based violence,782
new deaths,755
first time,755
every day,712
health officials,678
wearing mask,659
next year,651
happy thanksgiving,609
wash hands,597
healthcare workers,585
cases deaths,573
confirmed cases,560
new normal,553
mask wearing,517
death rate,515
need know,508
herd immunity,502
