gram,counts
covid 19,117451
first dose,2131
new cases,1910
public health,1320
white house,1253
one year,1162
last year,1069
vaccine rollout,936
changing revolving,806
employees delightfor,806
innovation vaccine,776
vaccine uphill,776
vaccine doses,765
takes first,752
tested positive,644
health care,613
active cases,581
mental health,570
first time,564
took first,555
long term,550
get vaccine,545
health officials,535
united states,523
new deaths,513
need know,502
health workers,498
emergency use,492
24 hours,491
take vaccine,478
johnson vaccine,455
year since,453
death toll,451
confirmed cases,449
