gram,counts
covid 19,107430
nursing home,1833
new cases,1764
nursing homes,1497
public health,1430
last year,884
andrew cuomo,779
death toll,765
new year,741
vaccine doses,733
mental health,699
long term,683
february 12,615
active cases,601
24 hours,597
vaccine rollout,591
tested positive,564
white house,551
toryboypierce keir_starmer,548
united states,547
home deaths,532
health officials,509
health care,507
first time,500
february 2021,499
first dose,496
new deaths,466
confirmed cases,462
south africa,456
stay home,440
