gram,counts
covid 19,200847
new cases,4886
asymptomatic spread,3902
new normal,2461
tested positive,2324
death toll,2201
very rare,1947
public health,1915
stay home,1584
confirmed cases,1419
24 hours,1417
back school,1362
world health,1343
new deaths,1285
asymptomatic transmission,1255
active cases,1254
cashless society,1198
second wave,1186
health organization,1181
united states,1159
mental health,1118
health care,961
fake news,950
rfid microchip,947
around world,940
microchip mark,935
total number,901
read article,851
health minister,847
dropped primary,841
