gram,counts
covid 19,86477
july31coup whatshappeninginmyanmar,13998
supportpdfformyanmar july31coup,11022
whatshappeninginmyanmar july31coup,8035
supportpdfformyanmar whatshappeninginmyanmar,4215
2021 vaccine,3287
min age,3284
vaccine vaccinepune,3284
vaccinepune cowin,3284
covishield min,3054
fully vaccinated,2021
new cases,1686
july31coup supportpdfformyanmar,1655
dying everyday,1519
aids supportpdfformyanmar,1517
july30coup supportpdfformyanmar,1383
weapons supportpdfformyanmar,1334
spread everywhere,1312
everywhere myanmar,1310
military ca,1307
ourgovernmentnug whatshappeninginmyanmar,1271
military dictatorship,1241
also help,1231
every contribution,1219
contribution counts,1219
organisations fight,1218
counts find,1217
help organisations,1173
find also,1172
today supportpdfformyanmar,1151
awareness leaflets,1149
leaflets today,1139
northernshanstate distributed,1128
tsp northernshanstate,1126
whatshappeninginmyanmar crimesagainsthumanity,1096
buy necessary,1079
amp pharmacy,1074
also raided,1074
lining medicines,1073
crimesagainsthumanity unfetteredaccessforaids,1065
intentionally supportpdfformyanmar,1064
passed away,1002
robert baptist,954
baptist orphanage,954
least 60,953
one already,941
already passed,938
60 orphans,937
public health,932
without medical,931
orphans robert,929
supplies whatshappeninginmyanmar,923
democracy youths,741
tested positive,677
united states,642
today whatshappeninginmyanmar,630
please help,613
orphanage located,597
located bhamo,597
youths taunglatt,596
ward infected,595
area today,594
