gram,counts
covid 19,88664
new cases,2567
death toll,1189
tested positive,1004
second wave,950
public health,928
active cases,874
boris johnson,794
24 hours,752
united states,736
recovery rate,675
confirmed cases,634
new deaths,617
white house,568
health care,565
experts warn,560
new normal,557
99 recovery,543
cashless society,533
cases deaths,520
long term,494
half million,470
mental health,454
death rate,450
worried government,405
government overreach,405
rfid microchip,398
deaths reported,383
stay home,380
