gram,counts
covid 19,124096
july27coup whatshappeninginmyanmar,24293
accessed sac,17146
sac july27coup,14115
2021 vaccine,3782
min age,3777
vaccine vaccinepune,3777
vaccinepune cowin,3777
covishield min,3255
fully vaccinated,2582
whatshappeninginmyanmar july27coup,2378
need accountability,2091
ugandaisbleeding accountability,2061
catch break,1943
fighting save,1936
seem catch,1935
break fighting,1933
rakhine fighting,1931
fighting militarycoup,1926
militarycoup fighting,1923
floods july27coup,1901
new cases,1837
stopsacfromrobbingo2 july27coup,1735
sac whatshappeninginmyanmar,1725
dictatorship telenor,1718
protest dictatorship,1710
whatshappeninginmyanmar stopsacfromrobbingo2,1675
whatshappeninginmyanmar milkteaalliance,1631
us whatshappeninginmyanmar,1592
civilians including,1478
including girls,1466
pretext bypassing,1465
terrorists tamhoenyin,1464
violently beaten,1464
beaten civilians,1464
followers commiting,1460
juntas followers,1455
commiting crimesagainsthumanity,1455
crimesagainsthumanity everyday,1449
everyday whatshappeninginmyanmar,1445
military dictator,1410
suffering military,1401
girls both,1388
white flags,1343
calling help,1339
dismantling white,1339
flags calling,1339
abducting oxygen,1338
doctors dismantling,1337
free prisoners,1336
prisoners icrc_savemyanmarprisoners,1325
residents aye,1188
basic foodstuffs,1185
donation basic,1184
launched donation,1181
even allow,1172
prisoners infected,1170
treatment free,1169
allow political,1167
