gram,counts
covid 19,121700
july21coup whatshappeninginmyanmar,19803
weapons july21coup,17164
whatshappeninginmyanmar july21coup,7466
weapons whatshappeninginmyanmar,6616
2021 vaccine,3452
min age,3445
vaccine vaccinepune,3445
vaccinepune cowin,3445
covishield min,2856
death toll,2660
new cases,1939
theint sandi,1846
without getting,1823
abducted amp,1816
yrs imprisonment,1815
terrorists infected,1815
sentenced yrs,1814
drastically increasing,1798
increasing military,1794
fully vaccinated,1771
emergency abduct,1651
clearly see,1636
doctors military,1633
hope clearly,1632
onground situations,1632
arrested many,1632
see onground,1631
military threatened,1631
threatened arrested,1628
unicef hope,1625
immediate action,1563
military terrorist,1562
us they,1561
commit crimesagainsthumanity,1561
they commit,1560
crimesagainsthumanity everyday,1560
whatshappeninginmyanmar military,1559
human please,1559
whatshappeninginmyanmar myanmarneedso2,1550
military coup,1538
military regime,1531
effective medical,1529
brutal crackdowns,1529
hiding exact,1528
regime everyday,1528
everyday despite,1528
providing effective,1527
crackdowns arrests,1527
infected dead,1526
ppl protesting,1523
see clearly,1503
us breath,1502
breath freely,1501
clearly sac,1501
please kindly,1500
uninmyanmar whoas,1500
whoas see,1499
us july21coup,1498
weapon please,1497
myanmarneedso2 rejectmyanmarmilitarycoup,1476
freely get,1476
coup stop,1476
