gram,counts
covid 19,138958
new cases,2561
public health,1542
tested positive,1438
vaccine rollout,1330
stay home,1328
health care,1080
24 hours,978
south africa,908
last year,898
death toll,852
second wave,812
united states,677
boris johnson,675
active cases,659
vaccine distribution,654
confirmed cases,616
mental health,608
china blocks,589
first time,585
new deaths,548
healthcare workers,528
new strain,513
national lockdown,501
need know,477
vaccine doses,472
first dose,470
care workers,467
south african,462
every day,455
nursing home,452
click link,451
manchester city,447
allergic reactions,446
