gram,counts
covid 19,117762
aug11coup whatshappeninginmyanmar,12411
acceptnug_rejectmilitary aug11coup,5775
whatshappeninginmyanmar aug11coup,5216
2021 vaccine,3783
min age,3780
vaccine vaccinepune,3780
vaccinepune cowin,3780
military dictatorship,3302
covishield min,3034
new cases,2211
strongly call,2209
acceptnug_rejectmilitary support,2209
forces tighten,2111
tighten security,2111
security took,2111
streets exterminate,2111
today acceptnug_rejectmilitary,2108
weapons acceptnug_rejectmilitary,2029
fully vaccinated,1919
whatshappeninginmyanmar releasethedetainees,1437
crimesagainsthumanity aug11coup,1410
releasethedetainees myanmarmilitaryterrorists,1401
aapp_burma crimesagainsthumanity,1395
vaccines must,1381
offered regardless,1369
must offered,1368
regardless ethnic,1368
ethnic race,1368
race whatshappeninginmyanmar,1366
public health,1309
9th ward,1241
tsp morning,1233
terrorists abducted,1220
abducted two,1219
house 9th,1219
ward hliangtharyar,1215
reason whatshappeninginmyanmar,1213
hliangtharyar tsp,1212
protest military,1172
dictatorship mandalar,1172
also help,1036
counts find,1026
every contribution,1025
contribution counts,1025
organisations fight,1025
passed away,1006
find also,996
help organisations,996
infection insein,927
night whatshappeninginmyanmar,926
