gram,counts
covid 19,115659
new cases,1850
innovation vaccine,1483
vaccine uphill,1482
pandemic employees,1482
public health,1333
first dose,1195
last year,964
one year,946
long term,929
vaccine doses,909
tested positive,733
24 hours,714
mental health,699
health care,624
south africa,623
health officials,588
neanderthal thinking,587
operationbreathefreshcleanair enviroklenzairpurifiers,568
repeated failure,567
united states,556
airborne setting,550
setting repeated,550
vaccine rollout,536
active cases,535
school shoes,524
nursing home,489
death toll,482
vaccine distribution,459
