gram,counts
covid 19,201237
tested positive,5057
new cases,4622
public health,2268
death toll,1946
24 hours,1665
second wave,1639
stay home,1608
new normal,1506
cashless society,1432
confirmed cases,1363
boris johnson,1353
tear gas,1335
rfid microchip,1174
microchip mark,1170
health care,1049
nursing homes,1047
active cases,1038
fake news,1024
mental health,1014
around world,992
new deaths,980
read article,971
face masks,963
united states,956
total number,944
face coverings,921
first time,910
behind calculating,883
society know,833
small business,832
cause death,830
death rate,732
