gram,counts
covid 19,141952
new cases,2272
public health,1249
vaccine rollout,1173
death rate,1171
tested positive,1036
death toll,952
tests fit,884
last year,837
second wave,821
united states,780
stay home,770
world health,744
catastrophic moral,677
health care,666
health organization,666
one year,665
active cases,647
allergic reactions,640
24 hours,639
mental health,633
health officials,586
south africa,576
new deaths,549
vaccine distribution,549
white house,546
uk highest,545
vaccine doses,542
