gram,counts
covid 19,120612
one year,2070
new cases,1844
public health,1275
last year,1178
vaccine doses,1021
changing revolving,1021
innovation vaccine,1018
vaccine uphill,1018
vaccine rollout,852
mental health,756
first dose,747
24 hours,720
long term,689
united states,681
health care,634
year since,626
fully vaccinated,569
white house,558
active cases,534
year later,532
nursing home,530
death rate,502
get vaccine,501
tested positive,498
new deaths,471
around world,459
released november,455
another 100,449
health officials,448
death toll,436
