gram,counts
covid 19,125500
july12coup whatshappeninginmyanmar,51293
whatshappeninginmyanmar july12coup,18670
military dictatorship,4633
myanmarneedso2 whatshappeninginmyanmar,3950
whatshappeninginmyanmar telenor_m1ispartnerofsac,3588
2021 vaccine,3320
min age,3317
vaccine vaccinepune,3317
vaccinepune cowin,3317
covishield min,2663
july11coup whatshappeninginmyanmar,2639
myanmarneedso2 july11coup,2520
china backed,2325
defeat china,2324
whatshappeninginmyanmar defeat,2323
win central,2133
nld party,2129
terrorists infected,2124
prison whatshappeninginmyanmar,2114
july12coup myanmarneedso2,2083
effective treatment,1990
tested positive,1973
whatshappeninginmyanmar milkteaalliance,1947
they still,1933
sac they,1933
wave severe,1930
release leader,1908
military terrorists,1829
dictatorship till,1810
telenor_m1ispartnerofsac july12coup,1792
ppl facing,1779
whatshappeninginmyanmar july11coup,1777
facing fatal,1775
infection brutal,1773
third wave,1760
new cases,1759
12 morningwe,1731
overthrow military,1597
various ways,1538
continued protesting,1523
protesting various,1523
ways overthrow,1518
home without,1448
public hospital,1447
without treatment,1444
citizens accusing,1403
unnecessarily many,1398
experienced deaths,1376
military banned,1375
oxygen july12coup,1364
whatshappeninginmyanmar myanmarneedso2,1218
