gram,counts
covid 19,115404
july16coup whatshappeninginmyanmar,22569
whatshappeninginmyanmar july16coup,11170
also help,3930
every contribution,3925
contribution counts,3924
counts find,3921
organisations fight,3918
find also,3911
help organisations,3909
2021 vaccine,3826
min age,3824
vaccine vaccinepune,3824
vaccinepune cowin,3824
covishield min,3346
third wave,3260
military council,2872
protested military,2664
military terrorists,2067
new cases,2056
positivity rate,1990
apparent reason,1892
releasethedetainees july16coup,1883
abducting innocent,1879
terrorists forcibly,1877
forcibly abducting,1877
reason releasethedetainees,1873
seasonal flu,1868
distributed masks,1849
serious amp,1843
facing shortage,1834
higher prices,1834
household medicines,1833
outbreak serious,1831
even seasonal,1831
amp higher,1831
prices household,1831
inevitably lining,1831
area yephyu,1818
yephyu tsp,1814
students youths,1813
tsp distributed,1813
protested inhuman,1812
terrorists tortured,1739
tortured medical,1739
coup whatshappeninginmyanmar,1732
since feb,1730
terrorists using,1725
fully vaccinated,1718
citizens whatshappeninginmyanmar,1718
sincerely appreciate,1676
thank showing,1675
appreciate this,1675
showing solidarity,1674
july16coup newyork,1668
abducted killed,1602
30 whatshappeninginmyanmar,1602
terrorists real,1601
culprits abducted,1601
feb whatshappeninginmyanmar,1598
civilians whatshappeninginmyanmar,1570
war civilians,1569
death toll,1469
whatshappeninginmyanmar milkteaalliance,1464
myeik the,1391
burma protesting,1390
soon whatshappeninginmyanmar,1389
